"time.dax2." "AdjClose"
2003-05-15 2989.379883
2003-05-16 2989.080078
2003-05-19 2850.679932
2003-05-20 2838.929932
2003-05-21 2827.25
2003-05-22 2865.209961
2003-05-23 2822.830078
2003-05-26 2828.280029
2003-05-27 2873.600098
2003-05-28 2919.540039
2003-05-29 2906.709961
2003-05-30 2982.679932
2003-06-02 3064.560059
2003-06-03 3026.820068
2003-06-04 3080.02002
2003-06-05 3039.76001
2003-06-06 3127.459961
2003-06-09 3094.76001
2003-06-10 3140.340088
2003-06-11 3178.149902
2003-06-12 3219.469971
2003-06-13 3168.709961
2003-06-16 3264.5
2003-06-17 3286.47998
2003-06-18 3304.149902
2003-06-19 3247.110107
2003-06-20 3238.97998
2003-06-23 3186.389893
2003-06-24 3217.340088
2003-06-25 3198.820068
2003-06-26 3241.219971
2003-06-27 3224.659912
2003-06-30 3220.580078
2003-07-01 3146.550049
2003-07-02 3241.040039
2003-07-03 3241.919922
2003-07-04 3239.610107
2003-07-07 3332.870117
2003-07-08 3344.459961
2003-07-09 3322.429932
2003-07-10 3269.840088
2003-07-11 3326.51001
2003-07-14 3396.070068
2003-07-15 3384.689941
2003-07-16 3387.639893
2003-07-17 3330.679932
2003-07-18 3366.709961
2003-07-21 3287
2003-07-22 3318.149902
2003-07-23 3304.47998
2003-07-24 3374.820068
2003-07-25 3356.889893
2003-07-28 3417.77002
2003-07-29 3428.120117
2003-07-30 3429.030029
2003-07-31 3487.860107
2003-08-01 3438.889893
2003-08-04 3405.310059
2003-08-05 3438.360107
2003-08-06 3375.659912
2003-08-07 3331.889893
2003-08-08 3332.23999
2003-08-11 3339.580078
2003-08-12 3381.709961
2003-08-13 3398.889893
2003-08-14 3452.699951
2003-08-15 3443.929932
2003-08-18 3507.22998
2003-08-19 3504.530029
2003-08-20 3501.22998
2003-08-21 3565.469971
2003-08-22 3549.050049
2003-08-25 3500.090088
2003-08-26 3455.47998
2003-08-27 3483.080078
2003-08-28 3492.669922
2003-08-29 3484.580078
2003-09-01 3571.219971
2003-09-02 3567.199951
2003-09-03 3647.51001
2003-09-04 3668.669922
2003-09-05 3607.709961
2003-09-08 3641.530029
2003-09-09 3594.399902
2003-09-10 3536.870117
2003-09-11 3566.850098
2003-09-12 3508.060059
2003-09-15 3516.310059
2003-09-16 3564.75
2003-09-17 3561.030029
2003-09-18 3612.02002
2003-09-19 3578.699951
2003-09-22 3456.27002
2003-09-23 3411.02002
2003-09-24 3307.340088
2003-09-25 3326.27002
2003-09-26 3324.850098
2003-09-29 3323.379883
2003-09-30 3256.780029
2003-10-01 3329.830078
2003-10-02 3276.639893
2003-10-03 3419
2003-10-06 3404.909912
2003-10-07 3355.780029
2003-10-08 3395.330078
2003-10-09 3481.899902
2003-10-10 3471.25
2003-10-13 3538.389893
2003-10-14 3538.129883
2003-10-15 3570.580078
2003-10-16 3577.719971
2003-10-17 3516.669922
2003-10-20 3559.330078
2003-10-21 3580.080078
2003-10-22 3490.600098
2003-10-23 3497.139893
2003-10-24 3452.639893
2003-10-27 3517.100098
2003-10-28 3586.929932
2003-10-29 3615.419922
2003-10-30 3639.659912
2003-10-31 3655.98999
2003-11-03 3744.5
2003-11-04 3741.709961
2003-11-05 3717.699951
2003-11-06 3733.929932
2003-11-07 3782.560059
2003-11-10 3746.23999
2003-11-11 3729.870117
2003-11-12 3748.340088
2003-11-13 3765.590088
2003-11-14 3797.399902
2003-11-17 3674.540039
2003-11-18 3666.280029
2003-11-19 3652.290039
2003-11-20 3638.040039
2003-11-21 3642.25
2003-11-24 3737.090088
2003-11-25 3733.159912
2003-11-26 3712.97998
2003-11-27 3744.98999
2003-11-28 3745.949951
2003-12-01 3821.199951
2003-12-02 3809.26001
2003-12-03 3875.659912
2003-12-04 3874.780029
2003-12-05 3841.72998
2003-12-08 3806.540039
2003-12-09 3846.179932
2003-12-10 3820.919922
2003-12-11 3858.850098
2003-12-12 3860.129883
2003-12-15 3875.469971
2003-12-16 3865.97998
2003-12-17 3847.570068
2003-12-18 3870.879883
2003-12-19 3898.419922
2003-12-22 3876.939941
2003-12-23 3903.340088
2003-12-29 3952.719971
2003-12-30 3965.159912
2004-01-02 4018.5
2004-01-05 4035.899902
2004-01-06 4035.439941
2004-01-07 4004.399902
2004-01-08 4045.429932
2004-01-09 4016.179932
2004-01-12 3995.909912
2004-01-13 3996.219971
2004-01-14 4055.209961
2004-01-15 4068.75
2004-01-16 4111.640137
2004-01-19 4139.919922
2004-01-20 4106.410156
2004-01-21 4138.040039
2004-01-22 4139.859863
2004-01-23 4151.830078
2004-01-26 4128.680176
2004-01-27 4134.419922
2004-01-28 4150.240234
2004-01-29 4095.709961
2004-01-30 4058.600098
2004-02-02 4071.600098
2004-02-03 4057.51001
2004-02-04 4028.370117
2004-02-05 4014.790039
2004-02-06 4044.98999
2004-02-09 4098.970215
2004-02-10 4110.799805
2004-02-11 4122.160156
2004-02-12 4121.649902
2004-02-13 4057.050049
2004-02-16 4070.459961
2004-02-17 4095.860107
2004-02-18 4095.340088
2004-02-19 4141.529785
2004-02-20 4073.350098
2004-02-23 4068.709961
2004-02-24 3991.419922
2004-02-25 3995.340088
2004-02-26 4007.810059
2004-02-27 4018.159912
2004-03-01 4054.429932
2004-03-02 4100.339844
2004-03-03 4071.699951
2004-03-04 4133.779785
2004-03-05 4126.140137
2004-03-08 4145.990234
2004-03-09 4087.550049
2004-03-10 4044.699951
2004-03-11 3904.949951
2004-03-12 3915.379883
2004-03-15 3810.76001
2004-03-16 3822.370117
2004-03-17 3896.790039
2004-03-18 3827.429932
2004-03-19 3819.149902
2004-03-22 3729.22998
2004-03-23 3728.820068
2004-03-24 3726.070068
2004-03-25 3811.919922
2004-03-26 3822.330078
2004-03-29 3881.25
2004-03-30 3874.040039
2004-03-31 3856.699951
2004-04-01 3924.850098
2004-04-02 4007.600098
2004-04-05 4048.600098
